sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids
ERS2640927,B2gR5-2_Exp2,SAMEA4821037,Primer B2 Experiment 2 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729954
ERS2640928,B2gR5-3_Exp1,SAMEA4821038,Primer B2 Experiment 1 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729955
ERS2640929,B2gR5-3_Exp2,SAMEA4821039,Primer B2 Experiment 2 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729956
ERS2640930,B2gR6-1_Exp1,SAMEA4821040,Primer B2 Experiment 1 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729957
ERS2640931,B2gR6-1_Exp2,SAMEA4821041,Primer B2 Experiment 2 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729958
ERS2640932,B2gR6-2_Exp1,SAMEA4821042,Primer B2 Experiment 1 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729959
ERS2640933,B2gR6-2_Exp2,SAMEA4821043,Primer B2 Experiment 2 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729960
ERS2640934,B2gR6-3_Exp1,SAMEA4821044,Primer B2 Experiment 1 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729961
ERS2640935,B2gR6-3_Exp2,SAMEA4821045,Primer B2 Experiment 2 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729962
ERS2640936,B2-NEG_Exp2,SAMEA4821046,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729963
ERS2640937,B2pos-1_Exp1,SAMEA4821047,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729964
ERS2640938,B2pos-2_Exp1,SAMEA4821048,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729965
ERS2640939,B2pos-3_Exp1,SAMEA4821049,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729966
ERS2640940,cNegA_Exp2,SAMEA4821050,Primer B2 Experiment 2 Negative Control cDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729967
ERS2640941,cNegB_Exp2,SAMEA4821051,Primer B2 Experiment 2 Negative Control cDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729968
ERS2640942,gM1_Exp2,SAMEA4821052,Primer B2 Experiment 2 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729969
ERS2640943,gM2_Exp2,SAMEA4821053,Primer B2 Experiment 2 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729970
ERS2640944,gNegA_Exp2,SAMEA4821054,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729971
ERS2640945,gNegB_Exp2,SAMEA4821055,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729972
ERS1864879,Exp1_R1_SRT1,SAMEA104205861,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088984
ERS1864880,Exp1_R2_SRT3,SAMEA104205862,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088985
ERS1864881,Exp1_R3_SRT5,SAMEA104205863,Sequencing batch reactor sludge retention time 5 days,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088986
ERS1864882,Exp1_R4_SRT7,SAMEA104205864,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088987
ERS1864883,Exp1_R5_SRT10,SAMEA104205865,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088988
ERS1864884,Exp1_R6_SRT15,SAMEA104205866,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088989
ERS1864885,Exp2_R1_SRT1,SAMEA104205867,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088990
ERS1864886,Exp2_R2_SRT3,SAMEA104205868,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088991
ERS1864887,Exp2_R3_SRT5,SAMEA104205869,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 5 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088992
ERS1864888,Exp2_R4_SRT7,SAMEA104205870,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088993
ERS1864889,Exp2_R5_SRT10,SAMEA104205871,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088994
ERS1864890,Exp2_R6_SRT15,SAMEA104205872,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088995
,,,,,,,,,,
