sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS2640881,B2cR3-3_Exp2,SAMEA4820991,Primer B2 Experiment 2 SRT 5 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729908,MGYS00001910
ERS2640882,B2cR4-1_Exp1,SAMEA4820992,Primer B2 Experiment 1 SRT 7 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729909,MGYS00001910
ERS2640883,B2cR4-1_Exp2,SAMEA4820993,Primer B2 Experiment 2 SRT 7 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729910,MGYS00001910
ERS2640884,B2cR4-2_Exp1,SAMEA4820994,Primer B2 Experiment 1 SRT 7 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729911,MGYS00001910
ERS2640885,B2cR4-2_Exp2,SAMEA4820995,Primer B2 Experiment 2 SRT 7 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729912,MGYS00001910
ERS2640886,B2cR4-3_Exp1,SAMEA4820996,Primer B2 Experiment 1 SRT 7 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729913,MGYS00001910
ERS2640887,B2cR4-3_Exp2,SAMEA4820997,Primer B2 Experiment 2 SRT 7 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729914,MGYS00001910
ERS2640888,B2cR5-1_Exp1,SAMEA4820998,Primer B2 Experiment 1 SRT 10 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729915,MGYS00001910
ERS2640889,B2cR5-1_Exp2,SAMEA4820999,Primer B2 Experiment 2 SRT 10 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729916,MGYS00001910
ERS2640890,B2cR5-2_Exp1,SAMEA4821000,Primer B2 Experiment 1 SRT 10 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729917,MGYS00001910
ERS2640891,B2cR5-2_Exp2,SAMEA4821001,Primer B2 Experiment 2 SRT 10 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729918,MGYS00001910
ERS2640892,B2cR5-3_Exp1,SAMEA4821002,Primer B2 Experiment 1 SRT 10 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729919,MGYS00001910
ERS2640893,B2cR5-3_Exp2,SAMEA4821003,Primer B2 Experiment 2 SRT 10 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729920,MGYS00001910
ERS2640894,B2cR6-1_Exp1,SAMEA4821004,Primer B2 Experiment 1 SRT 15 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729921,MGYS00001910
ERS2640895,B2cR6-1_Exp2,SAMEA4821005,Primer B2 Experiment 2 SRT 15 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729922,MGYS00001910
ERS2640896,B2cR6-2_Exp1,SAMEA4821006,Primer B2 Experiment 1 SRT 15 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729923,MGYS00001910
ERS2640897,B2cR6-2_Exp2,SAMEA4821007,Primer B2 Experiment 2 SRT 15 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729924,MGYS00001910
ERS2640898,B2cR6-3_Exp1,SAMEA4821008,Primer B2 Experiment 1 SRT 15 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729925,MGYS00001910
ERS2640899,B2cR6-3_Exp2,SAMEA4821009,Primer B2 Experiment 2 SRT 15 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729926,MGYS00001910
ERS2640900,B2gR1-1_Exp1,SAMEA4821010,Primer B2 Experiment 1 SRT 1 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729927,MGYS00001910
ERS2640901,B2gR1-1_Exp2,SAMEA4821011,Primer B2 Experiment 2 SRT 1 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729928,MGYS00001910
ERS2640902,B2gR1-2_Exp1,SAMEA4821012,Primer B2 Experiment 1 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729929,MGYS00001910
ERS2640903,B2gR1-2_Exp2,SAMEA4821013,Primer B2 Experiment 2 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729930,MGYS00001910
ERS2640904,B2gR1-3_Exp1,SAMEA4821014,Primer B2 Experiment 1 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729931,MGYS00001910
ERS2640905,B2gR1-3_Exp2,SAMEA4821015,Primer B2 Experiment 2 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729932,MGYS00001910
ERS2640906,B2gR2-1_Exp1,SAMEA4821016,Primer B2 Experiment 1 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729933,MGYS00001910
ERS2640907,B2gR2-1_Exp2,SAMEA4821017,Primer B2 Experiment 2 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729934,MGYS00001910
ERS2640908,B2gR2-2_Exp1,SAMEA4821018,Primer B2 Experiment 1 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729935,MGYS00001910
ERS2640909,B2gR2-2_Exp2,SAMEA4821019,Primer B2 Experiment 2 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729936,MGYS00001910
ERS2640910,B2gR2-3_Exp1,SAMEA4821020,Primer B2 Experiment 1 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729937,MGYS00001910
ERS2640911,B2gR2-3_Exp2,SAMEA4821021,Primer B2 Experiment 2 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729938,MGYS00001910
ERS2640912,B2gR3-1_Exp1,SAMEA4821022,Primer B2 Experiment 1 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729939,MGYS00001910
ERS2640913,B2gR3-1_Exp2,SAMEA4821023,Primer B2 Experiment 2 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729940,MGYS00001910
ERS2640914,B2gR3-2_Exp1,SAMEA4821024,Primer B2 Experiment 1 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729941,MGYS00001910
ERS2640915,B2gR3-2_Exp2,SAMEA4821025,Primer B2 Experiment 2 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729942,MGYS00001910
ERS2640916,B2gR3-3_Exp1,SAMEA4821026,Primer B2 Experiment 1 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729943,MGYS00001910
ERS2640917,B2gR3-3_Exp2,SAMEA4821027,Primer B2 Experiment 2 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729944,MGYS00001910
ERS2640918,B2gR4-1_Exp1,SAMEA4821028,Primer B2 Experiment 1 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729945,MGYS00001910
ERS2640919,B2gR4-1_Exp2,SAMEA4821029,Primer B2 Experiment 2 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729946,MGYS00001910
ERS2640920,B2gR4-2_Exp1,SAMEA4821030,Primer B2 Experiment 1 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729947,MGYS00001910
ERS2640921,B2gR4-2_Exp2,SAMEA4821031,Primer B2 Experiment 2 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729948,MGYS00001910
ERS2640922,B2gR4-3_Exp1,SAMEA4821032,Primer B2 Experiment 1 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729949,MGYS00001910
ERS2640923,B2gR4-3_Exp2,SAMEA4821033,Primer B2 Experiment 2 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729950,MGYS00001910
ERS2640924,B2gR5-1_Exp1,SAMEA4821034,Primer B2 Experiment 1 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729951,MGYS00001910
ERS2640925,B2gR5-1_Exp2,SAMEA4821035,Primer B2 Experiment 2 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729952,MGYS00001910
ERS2640926,B2gR5-2_Exp1,SAMEA4821036,Primer B2 Experiment 1 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729953,MGYS00001910
ERS2640927,B2gR5-2_Exp2,SAMEA4821037,Primer B2 Experiment 2 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729954,MGYS00001910
ERS2640928,B2gR5-3_Exp1,SAMEA4821038,Primer B2 Experiment 1 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729955,MGYS00001910
ERS2640929,B2gR5-3_Exp2,SAMEA4821039,Primer B2 Experiment 2 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729956,MGYS00001910
ERS2640930,B2gR6-1_Exp1,SAMEA4821040,Primer B2 Experiment 1 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729957,MGYS00001910
ERS2640931,B2gR6-1_Exp2,SAMEA4821041,Primer B2 Experiment 2 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729958,MGYS00001910
ERS2640932,B2gR6-2_Exp1,SAMEA4821042,Primer B2 Experiment 1 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729959,MGYS00001910
ERS2640933,B2gR6-2_Exp2,SAMEA4821043,Primer B2 Experiment 2 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729960,MGYS00001910
ERS2640934,B2gR6-3_Exp1,SAMEA4821044,Primer B2 Experiment 1 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729961,MGYS00001910
ERS2640935,B2gR6-3_Exp2,SAMEA4821045,Primer B2 Experiment 2 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729962,MGYS00001910
ERS2640936,B2-NEG_Exp2,SAMEA4821046,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729963,MGYS00001910
ERS2640937,B2pos-1_Exp1,SAMEA4821047,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729964,MGYS00001910
ERS2640938,B2pos-2_Exp1,SAMEA4821048,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729965,MGYS00001910
ERS2640939,B2pos-3_Exp1,SAMEA4821049,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729966,MGYS00001910
ERS2640940,cNegA_Exp2,SAMEA4821050,Primer B2 Experiment 2 Negative Control cDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729967,MGYS00001910
ERS2640941,cNegB_Exp2,SAMEA4821051,Primer B2 Experiment 2 Negative Control cDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729968,MGYS00001910
ERS2640942,gM1_Exp2,SAMEA4821052,Primer B2 Experiment 2 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729969,MGYS00001910
ERS2640943,gM2_Exp2,SAMEA4821053,Primer B2 Experiment 2 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729970,MGYS00001910
ERS2640944,gNegA_Exp2,SAMEA4821054,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729971,MGYS00001910
ERS2640945,gNegB_Exp2,SAMEA4821055,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729972,MGYS00001910
ERS1864879,Exp1_R1_SRT1,SAMEA104205861,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088984,MGYS00001910
ERS1864880,Exp1_R2_SRT3,SAMEA104205862,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088985,MGYS00001910
ERS1864881,Exp1_R3_SRT5,SAMEA104205863,Sequencing batch reactor sludge retention time 5 days,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088986,MGYS00001910
ERS1864882,Exp1_R4_SRT7,SAMEA104205864,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088987,MGYS00001910
ERS1864883,Exp1_R5_SRT10,SAMEA104205865,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088988,MGYS00001910
ERS1864884,Exp1_R6_SRT15,SAMEA104205866,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088989,MGYS00001910
ERS1864885,Exp2_R1_SRT1,SAMEA104205867,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088990,MGYS00001910
ERS1864886,Exp2_R2_SRT3,SAMEA104205868,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088991,MGYS00001910
ERS1864887,Exp2_R3_SRT5,SAMEA104205869,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 5 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088992,MGYS00001910
ERS1864888,Exp2_R4_SRT7,SAMEA104205870,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088993,MGYS00001910
ERS1864889,Exp2_R5_SRT10,SAMEA104205871,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088994,MGYS00001910
ERS1864890,Exp2_R6_SRT15,SAMEA104205872,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088995,MGYS00001910
,,,,,,,,,,,MGYS00001910
