Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genus_Species,ERR1356697,ERR1356701,ERR1356704,ERR1356734,ERR1356738,ERR1356743,ERR1356695,ERR1356699,ERR1356736,ERR1356745,ERR1356748,ERR1356751,ERR1356693,ERR1356710,ERR1356712,ERR1356717,ERR1356753,ERR1356714,ERR1356719,ERR1356720,ERR1356723,ERR1356725,ERR1356728,ERR1356727,ERR1356731,ERR1356733,ERR1356761,ERR1356762,ERR1356703,ERR1356707,ERR1356740,ERR1356754,ERR1356756,ERR1356759,ERR1356708,ERR1356746
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,coahuilensis,Bacillus_coahuilensis,4,1,0,1,0,22,5,22,0,11,0,2,46,0,0,0,0,0,0,0,1,9,0,7,1,4,14,6,0,0,1,1,0,19,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cohnii,Bacillus_cohnii,7,1,0,0,0,13,1,9,0,5,0,2,22,0,0,1,0,0,0,0,1,9,0,5,1,5,5,0,0,0,0,0,0,8,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,endophyticus,Bacillus_endophyticus,2,0,0,0,0,0,1,5,0,1,0,0,7,0,0,0,0,0,0,0,0,5,0,0,2,4,0,0,0,0,0,0,0,5,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,farraginis,Bacillus_farraginis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,firmus,Bacillus_firmus,33,0,0,0,0,30,3,71,0,16,0,6,97,0,0,1,1,0,0,0,0,42,0,13,3,13,7,0,1,0,0,0,0,39,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,flexus,Bacillus_flexus,17,3,0,0,0,19,4,47,0,10,0,3,74,0,0,2,1,0,0,0,3,16,1,12,1,18,12,0,0,0,0,0,0,30,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,foraminis,Bacillus_foraminis,15,0,0,0,0,12,1,33,0,2,0,3,51,0,0,0,0,0,0,0,0,10,0,5,0,2,8,0,0,1,0,0,0,19,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ginsengihumi,Bacillus_ginsengihumi,758,74,0,1,0,935,278,1761,0,464,0,100,2934,0,0,69,39,0,10,0,84,835,1,542,175,496,506,1,34,33,0,1,0,1298,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,halodurans,Bacillus_halodurans,1,0,0,0,0,0,0,6,0,1,0,0,10,0,0,0,0,0,0,0,0,10,0,2,0,5,2,0,0,0,0,0,0,6,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,horikoshii,Bacillus_horikoshii,4,0,0,0,0,8,2,15,0,1,0,0,22,0,0,1,0,0,0,0,1,6,0,1,0,6,6,0,0,0,0,0,0,12,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,horneckiae,Bacillus_horneckiae,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,horti,Bacillus_horti,1,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,humi,Bacillus_humi,7,1,1,1,0,5,2,24,0,3,0,0,37,0,0,0,0,0,0,0,1,7,0,5,0,3,3,2,0,0,0,0,0,18,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,koreensis,Bacillus_koreensis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mannanilyticus,Bacillus_mannanilyticus,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,marisflavi,Bacillus_marisflavi,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,4,1,0,0,0,0,0,0,2,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,Bacillus_megaterium,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,muralis,Bacillus_muralis,37,4,1,0,0,53,10,95,0,19,1,4,155,0,0,0,2,0,1,0,3,37,0,25,4,28,30,3,2,0,1,0,0,56,1,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,oleronius,Bacillus_oleronius,4,0,0,0,0,5,1,5,0,4,0,0,17,0,0,0,0,0,0,0,1,6,0,2,0,3,5,0,0,0,0,0,0,5,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,pseudofirmus,Bacillus_pseudofirmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Bacillus,racemilacticus,Bacillus_racemilacticus,0,0,0,0,0,4,0,14,0,1,0,1,16,0,0,0,0,0,0,0,0,3,0,7,0,3,2,0,0,0,0,0,0,13,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,safensis,Bacillus_safensis,844,26,0,0,0,1023,108,3272,0,402,0,217,4739,0,0,17,11,0,6,0,91,1196,0,485,77,541,504,0,13,15,0,0,0,1534,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,saliphilus,Bacillus_saliphilus,4,0,0,0,0,3,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,2,2,0,0,0,0,0,0,4,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,selenatarsenatis,Bacillus_selenatarsenatis,12,0,0,0,0,24,3,45,0,7,0,2,72,0,0,0,0,0,0,0,2,22,0,6,4,11,8,0,0,0,0,0,0,32,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,Bacillus_subtilis,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thermoamylovorans,Bacillus_thermoamylovorans,4,0,0,0,0,2,1,16,0,4,0,0,19,0,0,0,0,0,0,0,0,1,0,3,0,3,1,0,0,1,0,0,0,11,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thuringiensis,Bacillus_thuringiensis,2,0,0,0,0,9,1,8,0,3,0,0,15,0,0,0,0,0,0,0,1,2,0,3,0,4,4,0,0,0,0,0,0,6,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis,Bacillus_weihenstephanensis,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciens,Bacteroides_acidifaciens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,barnesiae,Bacteroides_barnesiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Bacteroides_caccae,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprophilus,Bacteroides_coprophilus,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprosuis,Bacteroides_coprosuis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,Bacteroides_eggerthii,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,2,3,0,1,0,0,1,0,0,1,0,0,2,0,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,Bacteroides_fragilis,0,1,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,Bacteroides_ovatus,2,3,0,2,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,1,1,5,0,0,0,0,1,0,0,0,0,0,1,2,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,Bacteroides_plebeius,1,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,0,1,0,0,2,1,2,0,2,2,0,0,3,0,0,1,0,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,Bacteroides_uniformis,10,4,2,10,6,2,6,13,1,3,8,2,22,1,0,0,0,0,0,4,2,1,10,3,5,5,1,1,0,1,4,2,2,7,3,4
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,alpica,Balneatrix_alpica,1,0,0,0,0,0,1,4,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Baumannia,cicadellinicola,Baumannia_cicadellinicola,56,12,0,0,0,61,40,138,1,34,0,14,216,0,0,6,10,1,2,0,8,66,1,48,11,47,23,0,9,6,0,1,0,94,0,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,bacteriovorus,Bdellovibrio_bacteriovorus,2,0,0,3,1,0,9,2,0,0,1,0,5,0,2,0,3,0,2,3,0,2,3,1,0,1,2,6,0,0,2,3,2,1,0,3
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,marisrubri,Bermanella_marisrubri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Beutenbergia,cavernae,Beutenbergia_cavernae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,trehalosi,Bibersteinia_trehalosi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,adolescentis,Bifidobacterium_adolescentis,40,13,13,9,9,13,17,48,0,7,10,9,74,0,1,1,14,0,3,4,6,5,26,10,10,3,2,10,8,3,12,12,7,31,12,27
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,Bifidobacterium_animalis,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,Bifidobacterium_bifidum,2,0,0,0,0,1,1,8,0,0,0,1,13,0,0,2,0,0,0,0,2,0,0,2,3,0,0,0,2,1,0,1,0,2,0,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Bifidobacterium_breve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,Bifidobacterium_longum,38,9,3,7,5,10,14,35,5,5,8,9,52,0,0,5,5,0,2,3,3,1,8,5,6,5,0,9,3,7,6,6,2,23,4,9
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudolongum,Bifidobacterium_pseudolongum,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,gelidisalsuginis,Bizionia_gelidisalsuginis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,aggregatus,Blastococcus_aggregatus,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,natatoria,Blastomonas_natatoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,obeum,Blautia_obeum,6,1,0,1,1,0,5,5,1,1,1,4,6,0,0,2,1,0,0,1,0,2,2,0,5,1,0,0,1,3,0,2,0,4,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta,Blautia_producta,24,7,0,2,2,1,9,23,1,3,3,7,39,0,0,0,2,0,2,3,1,2,7,3,4,2,4,2,3,5,4,0,0,13,1,3
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,conglomeratum,Brachybacterium_conglomeratum,0,0,1,1,0,1,2,6,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,2,2,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,denitrificans,Brachymonas_denitrificans,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Brackiella,oedipodis,Brackiella_oedipodis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii,Bradyrhizobium_elkanii,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria,alni,Brenneria_alni,6,0,0,0,0,1,8,4,0,2,0,1,10,0,0,3,0,0,5,0,0,0,0,1,6,1,2,0,0,2,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria,quercina,Brenneria_quercina,4,2,0,0,0,2,4,4,0,0,0,3,9,0,0,0,3,0,2,0,0,1,0,0,5,21,1,0,2,2,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria,rubrifaciens,Brenneria_rubrifaciens,4,0,0,0,0,3,4,12,0,1,0,1,18,0,0,2,3,0,1,0,0,0,0,1,1,7,0,0,0,1,0,0,0,5,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria,salicis,Brenneria_salicis,9,6,0,0,0,3,9,20,0,1,0,4,34,0,0,1,6,0,1,0,3,1,0,6,7,26,2,0,2,4,0,0,0,5,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,invocatus,Brevibacillus_invocatus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,laterosporus,Brevibacillus_laterosporus,85,6,0,0,0,171,24,244,0,70,0,16,420,0,0,0,1,0,0,0,11,120,0,65,13,70,75,0,1,0,0,0,0,182,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,reuszeri,Brevibacillus_reuszeri,1,0,0,0,0,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,casei,Brevibacterium_casei,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,paucivorans,Brevibacterium_paucivorans,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,diminuta,Brevundimonas_diminuta,2,0,0,0,0,0,1,7,1,0,0,0,8,0,1,0,1,0,0,0,2,0,0,1,0,2,0,1,1,1,0,1,0,2,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,poindexterae,Brevundimonas_poindexterae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,campestris,Brochothrix_campestris,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Brooklawnia,cerclae,Brooklawnia_cerclae,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,aphidicola,Buchnera_aphidicola,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
Bacteria,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,moorei,Bulleidia_moorei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,andropogonis,Burkholderia_andropogonis,1,1,1,0,0,4,2,1,0,0,2,1,7,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei,Burkholderia_glathei,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,cruenta,Byssovorax_cruenta,6,2,2,0,2,0,5,21,0,0,0,2,25,0,1,0,0,0,1,0,0,0,2,2,0,3,0,1,0,0,1,0,0,21,0,1
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,Caedibacter,taeniospiralis,Caedibacter_taeniospiralis,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Caldicellulosiruptoraceae,Caldicellulosiruptor,saccharolyticus,Caldicellulosiruptor_saccharolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,nitroreducens,Calditerrivibrio_nitroreducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,rectus,Campylobacter_rectus,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,ureolyticus,Campylobacter_ureolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,CandidatusAquiluna,rubra,CandidatusAquiluna_rubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,CandidatusGlomeribacter,gigasporarum,CandidatusGlomeribacter_gigasporarum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,CandidatusMicrothrix,parvicella,CandidatusMicrothrix_parvicella,385,56,9,0,0,0,226,37,0,0,6,35,123,2,1,11,6,0,0,0,1,0,15,3,0,0,1,8,58,4,0,10,0,1,1,4
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,CandidatusPortiera,aleyrodidarum,CandidatusPortiera_aleyrodidarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,CandidatusRegiella,insecticola,CandidatusRegiella_insecticola,8,3,0,0,0,14,14,38,0,1,0,10,61,0,0,4,3,0,3,0,3,4,0,3,13,24,4,0,4,2,0,0,0,10,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,humi,Candidimonas_humi,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,canimorsus,Capnocytophaga_canimorsus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea,Capnocytophaga_ochracea,1,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,10,1,1,2,0,0,0,0,1,0,2
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,viridans,Carnobacterium_viridans,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catenuloplanes,nepalensis,Catenuloplanes_nepalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,henricii,Caulobacter_henricii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,xylanilytica,Cellulomonas_xylanilytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,algicola,Cellulophaga_algicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
